iter	Logloss
483	0.1806149216
484	0.1805363945
485	0.180450462
486	0.1803761357
487	0.1802855651
488	0.1802082075
489	0.180147236
490	0.1800676693
491	0.1799921811
492	0.1799036918
493	0.1798271401
494	0.1797515037
495	0.1796781919
496	0.1795958238
497	0.1795121841
498	0.1794393487
499	0.1793578366
500	0.1792952955
501	0.1792412351
502	0.1791554459
503	0.1790665469
504	0.1789987738
505	0.1789226596
506	0.178837911
507	0.1787697732
508	0.1786881038
509	0.1786138484
510	0.1785392524
511	0.1784637966
512	0.1783850582
513	0.178316144
514	0.1782461991
515	0.1781761825
516	0.1780869853
517	0.1780109384
518	0.1779353888
519	0.177844632
520	0.177775392
521	0.1776984418
522	0.1776212933
523	0.1775634461
524	0.1774796977
525	0.1773985768
526	0.1773196628
527	0.1772458101
528	0.1771806324
529	0.1771251124
530	0.1770467383
531	0.1769793991
532	0.1769065884
533	0.1768475048
534	0.1767771798
535	0.176708018
536	0.1766481357
537	0.1765779188
538	0.1764974278
539	0.1764345622
540	0.1763550063
541	0.1762783533
542	0.1762041403
543	0.1761270711
544	0.1760531087
545	0.1759804412
546	0.1759038519
547	0.1758204743
548	0.1757384294
549	0.1756651489
550	0.1756081129
551	0.175534406
552	0.1754630984
553	0.175395006
554	0.1753300574
555	0.1752556215
556	0.1751972794
557	0.1751214246
558	0.1750568535
559	0.1749756642
560	0.1749098968
561	0.1748326189
562	0.1747532952
563	0.1746837269
564	0.1746179347
565	0.1745505024
566	0.1744740893
567	0.1744027791
568	0.1743172909
569	0.1742363473
570	0.1741624456
571	0.1740879986
572	0.1740243086
573	0.1739597777
574	0.1738959232
575	0.1738387764
576	0.1737546689
577	0.173685619
578	0.1736145648
579	0.1735398206
580	0.1734602812
581	0.1733825795
582	0.1733152646
583	0.1732517732
584	0.1731919956
585	0.173108761
586	0.1730470194
587	0.172981209
588	0.1729030231
589	0.1728288477
590	0.1727611097
591	0.1726874685
592	0.1726110095
593	0.1725372157
594	0.17245867
595	0.1723964203
596	0.1723237934
597	0.1722489634
598	0.1721785103
599	0.1720964939
600	0.1720318072
601	0.1719599851
602	0.1718971248
603	0.171829422
604	0.1717804452
605	0.171719295
606	0.1716520713
607	0.1715796762
608	0.1715073289
609	0.1714190397
610	0.1713390035
611	0.1712595547
612	0.1712092263
613	0.1711487716
614	0.1710820727
615	0.1710092574
616	0.1709344505
617	0.1708708333
618	0.1707999225
619	0.170742088
620	0.1706889726
621	0.1706191517
622	0.17056209
623	0.1705155594
624	0.1704532067
625	0.1703890431
626	0.1703188368
627	0.1702638119
628	0.1701843968
629	0.1701276747
630	0.1700740148
631	0.170003582
632	0.1699327022
633	0.1698676746
634	0.169797865
635	0.1697260145
636	0.1696501849
637	0.169584819
638	0.1695228053
639	0.1694606249
640	0.16938607
641	0.1693222191
642	0.1692547707
643	0.1691805063
644	0.1691200595
645	0.169054465
646	0.1689886448
647	0.1689284638
648	0.1688656932
649	0.1688045771
650	0.1687269913
651	0.1686735789
652	0.1686073106
653	0.168538146
654	0.1684788081
655	0.1684192499
656	0.1683496687
657	0.1682924814
658	0.1682335183
659	0.1681699736
660	0.1681114058
661	0.1680459228
662	0.1679736301
663	0.1679134397
664	0.167854906
665	0.1677848797
666	0.1677191989
667	0.1676597878
668	0.1675872396
669	0.1675195807
670	0.1674625357
671	0.1674019385
672	0.1673351591
673	0.1672639062
674	0.1671877154
675	0.1671060593
676	0.1670417663
677	0.1669791625
678	0.1669087251
679	0.1668424477
680	0.1667789539
681	0.1667090657
682	0.1666409367
683	0.1665726975
684	0.1665097839
685	0.1664574215
686	0.1663887582
687	0.1663315746
688	0.1662731673
689	0.1662102259
690	0.166150293
691	0.1660796386
692	0.1660256921
693	0.1659645014
694	0.1658923273
695	0.1658289644
696	0.1657736724
697	0.1657214039
698	0.1656695108
699	0.1656245914
700	0.165567533
701	0.1655085688
702	0.1654446738
703	0.1653715131
704	0.1653065517
705	0.165232338
706	0.1651704772
707	0.1651036527
708	0.1650556532
709	0.1649836696
710	0.1649134632
711	0.1648556162
712	0.164788793
713	0.1647255531
714	0.164665142
715	0.1646071934
716	0.1645396306
717	0.1644747292
718	0.1643973494
719	0.164332873
720	0.1642887543
721	0.1642201857
722	0.1641468875
723	0.1640805263
724	0.1640312377
725	0.1639631905
726	0.1638947446
727	0.1638251922
728	0.1637651663
729	0.1636988827
730	0.1636503769
731	0.1635905499
732	0.1635360047
733	0.1634851168
734	0.1634215812
735	0.1633720192
736	0.16331229
737	0.1632455914
738	0.1631870257
739	0.1631260953
740	0.1630585874
741	0.1629949535
742	0.1629251107
743	0.1628730263
744	0.1628088325
745	0.1627468383
746	0.162679265
747	0.1626317678
748	0.1625849782
749	0.1625311743
750	0.1624725001
751	0.1624121388
752	0.1623597155
753	0.1622920817
754	0.1622442257
755	0.1621865784
756	0.162132494
757	0.1620801558
758	0.162024948
759	0.1619573427
760	0.161899414
761	0.1618345133
762	0.1617783377
763	0.1617269177
764	0.1616722594
765	0.1616072775
766	0.161539996
767	0.1614801031
768	0.1614316592
769	0.1613669693
770	0.1613080089
771	0.1612453737
772	0.1611815193
773	0.1611191601
774	0.1610627353
775	0.1609962804
776	0.1609493346
777	0.1609002565
778	0.1608498226
779	0.1607901683
780	0.1607430933
781	0.1606961061
782	0.1606443233
783	0.1605969221
784	0.1605413972
785	0.1604806208
786	0.1604237742
787	0.1603634725
788	0.160299281
789	0.1602464526
790	0.1601877736
791	0.1601294777
792	0.1600640967
793	0.1600098767
794	0.159957668
795	0.1598930141
796	0.1598338357
797	0.1597723706
798	0.1597168266
799	0.1596530116
800	0.1595979017
801	0.1595348712
802	0.1594816252
803	0.1594281774
804	0.1593686267
805	0.1593151797
806	0.1592485574
807	0.1591966123
808	0.1591330073
809	0.1590771384
810	0.1590165611
811	0.1589549256
812	0.1588964331
813	0.158840679
814	0.158777746
815	0.1587353385
816	0.1586791081
817	0.1586160418
818	0.1585486726
819	0.1584775464
820	0.158420256
821	0.1583564349
822	0.1582959256
823	0.1582407908
824	0.1581763847
825	0.1581165441
826	0.1580557961
827	0.1580133087
828	0.1579435825
829	0.1578880434
830	0.1578441763
831	0.1577868542
832	0.1577279696
833	0.1576537783
834	0.1575856904
835	0.1575310717
836	0.1574738703
837	0.1574189592
838	0.1573644966
839	0.1573046312
840	0.1572376986
841	0.1571822546
842	0.157131163
843	0.1570682828
844	0.1570052306
845	0.1569420286
846	0.1568956298
847	0.15683648
848	0.1567759192
849	0.1567131168
850	0.1566562037
851	0.1565997976
852	0.1565493656
853	0.1564984213
854	0.1564407079
855	0.1563872325
856	0.1563240792
857	0.1562666911
858	0.1562150474
859	0.1561623777
860	0.1561040352
861	0.1560372885
862	0.1559787485
863	0.1559266163
864	0.155871009
865	0.1558204325
866	0.1557681345
867	0.1557154744
868	0.1556633116
869	0.1555978025
870	0.155548728
871	0.1554867968
872	0.1554252955
873	0.1553781267
874	0.1553272897
875	0.1552703429
876	0.1552375561
877	0.1551724432
878	0.1551125711
879	0.1550511827
880	0.1549887833
881	0.154943771
882	0.154878293
883	0.1548311732
884	0.1547764737
885	0.154726107
886	0.1546710797
887	0.1546257691
888	0.154578159
889	0.1545187477
890	0.1544882208
891	0.154441269
892	0.1543874673
893	0.1543347729
894	0.1542839388
895	0.1542231738
896	0.1541596305
897	0.1541002709
898	0.1540471728
899	0.1539953375
900	0.1539519326
901	0.1538965997
902	0.1538377865
903	0.1537789108
904	0.1537325933
905	0.1536720102
906	0.153615561
907	0.1535629841
908	0.153507809
909	0.1534504391
910	0.1533820627
911	0.1533213972
912	0.1532683159
913	0.153222751
914	0.1531629731
915	0.1531047106
916	0.1530485696
917	0.1529930304
918	0.1529377909
919	0.1528900796
920	0.1528345722
921	0.1527769065
922	0.1527193007
923	0.1526597987
924	0.1525968258
925	0.1525425586
926	0.152482619
927	0.1524259906
928	0.1523764379
929	0.1523224332
930	0.1522677724
931	0.1522058481
932	0.1521490728
933	0.1520955675
934	0.1520468052
935	0.1519976284
936	0.1519546127
937	0.1519046151
938	0.1518662986
939	0.1518079129
940	0.1517618402
941	0.1517306368
942	0.1516766381
943	0.1516302216
944	0.151581251
945	0.1515508133
946	0.1514977119
947	0.1514527442
948	0.1514119233
949	0.1513507344
950	0.151283734
951	0.1512344946
952	0.1511788551
953	0.1511205631
954	0.1510652949
955	0.1510115661
956	0.150964186
957	0.1509132946
958	0.1508591141
959	0.1508180868
960	0.1507661155
961	0.1507099628
962	0.1506542101
963	0.150602872
964	0.1505438829
965	0.1504844902
966	0.1504297855
967	0.1503700866
968	0.1503248063
969	0.150274632
970	0.1502220785
971	0.1501702198
972	0.1501220849
973	0.1500790245
974	0.1500416935
975	0.1499861348
976	0.1499528568
977	0.1499101532
978	0.1498571607
979	0.1497977806
980	0.1497505657
981	0.149700924
982	0.1496581376
983	0.1495990027
984	0.1495529909
985	0.149495314
986	0.1494542732
987	0.1493931144
988	0.1493606348
989	0.149298011
990	0.1492556493
991	0.1491958374
992	0.1491453989
993	0.1490912652
994	0.1490404001
995	0.148998888
996	0.1489517817
997	0.1489031553
998	0.1488475328
999	0.1487905186
